1;1;0
2;0;1
3;0;1
4;1;0
5;0;1
6;0;1
7;1;0
8;1;0
9;1;0
10;0;1
11;1;0
12;0;1
13;0;1
14;1;0
15;0;1
16;0;1
17;1;0
18;1;0
19;1;0
20;0;1
21;0;1
22;0;1
23;0;1
24;0;1
25;0;1
26;0;1
27;0;1
28;1;0
29;1;0
30;1;0
31;0;1
32;1;0
33;0;1
34;0;1
35;0;1
36;1;0
37;1;0
38;1;0
39;0;1
40;1;0
41;1;0
42;1;0
43;0;1
44;1;0
45;1;0
46;0;1
47;0;1
48;1;0
49;0;1
50;1;0
51;1;0
52;1;0
53;0;1
54;0;1
55;1;0
56;0;1
57;1;0
58;0;1
59;0;1
60;1;0
61;1;0
62;0;1
63;1;0
64;0;1
65;0;1
66;1;0
67;1;0
68;0;1
69;1;0
70;1;0
71;1;0
72;0;1
73;1;0
74;0;1
75;1;0
76;1;0
77;0;1
78;0;1
79;0;1
80;1;0
81;0;1
82;0;1
83;0;1
84;0;1
85;0;1
86;1;0
87;0;1
88;0;1
89;1;0
90;1;0
91;0;1
92;0;1
93;0;1
94;1;0
95;0;1
96;0;1
97;0;1
98;0;1
99;0;1
100;1;0
101;1;0
102;1;0
103;1;0
104;0;1
105;0;1
106;1;0
107;0;1
108;0;1
109;1;0
110;1;0
111;1;0
112;0;1
113;0;1
114;0;1
115;1;0
116;1;0
117;1;0
118;1;0
119;0;1
120;0;1
121;1;0
122;0;1
123;1;0
124;0;1
125;1;0
126;0;1
127;0;1
128;1;0
129;0;1
130;0;1
131;0;1
132;1;0
133;0;1
134;1;0
135;1;0
136;0;1
137;0;1
138;0;1
139;1;0
140;0;1
141;0;1
142;1;0
143;1;0
144;1;0
145;1;0
146;1;0
147;0;1
148;0;1
149;0;1
150;1;0
151;0;1
152;0;1
153;1;0
154;0;1
155;0;1
156;0;1
157;1;0
158;1;0
159;0;1
160;0;1
161;1;0
162;1;0
163;1;0
164;1;0
165;1;0
166;1;0
167;1;0
168;1;0
169;0;1
170;1;0
171;1;0
172;0;1
173;0;1
174;0;1
175;1;0
176;0;1
177;0;1
178;0;1
179;1;0
180;0;1
181;0;1
182;0;1
183;1;0
184;0;1
185;1;0
186;0;1
187;1;0
188;0;1
189;0;1
190;1;0
191;0;1
192;0;1
193;1;0
194;1;0
195;0;1
196;1;0
197;1;0
198;1;0
199;0;1
200;1;0
